"query_id" "url_id" "query_length" "is_homepage" "sig1" "sig2" "sig3" "sig4" "sig5" "sig6" "sig7" "sig8" "V13"
"3981" 624 3851 3 0 0.2 0.33 7654 1462 1464 0 0.55 0.74 0.285865190786279
"3982" 624 3852 3 0 0.17 0.44 279 43 34 0 0.41 0.89 0.301896136229524
"3983" 624 3853 3 0 0.26 0.46 1099 273 190 10 0.47 0.79 0.755312018031969
"3984" 625 3854 5 1 0.44 0.17 8631 2650 1844 0 0.53 0.62 -0.0178147024640308
"3985" 625 3855 5 1 0.11 0.33 557 811 164 0 0.39 0.63 0.0542137446729338
"3986" 625 3856 5 0 0.44 0.37 1116 319 252 0 0.43 0.43 0.56015700460335
"3987" 625 3857 5 1 0.21 0.47 10026 730 1472 0 0.47 0.44 0.439964758227203
"3988" 625 3899 5 1 0.4 0.11 8315 550 1890 0 0.5 0.47 -0.0228619330381118
"3989" 625 3900 5 0 0.09 0.27 2025 378 412 0 0.45 0.75 0.0518286924740609
"3990" 625 3901 5 0 0.19 0.27 11 42 2 0 0.1 0.52 0.0317864257531488
"3991" 626 3858 3 0 0.81 0.19 247 46 58 0 0.31 0.8 0.0718159099787081
"3992" 626 3859 3 0 0.15 0.19 10 34 4 0 0.14 0.48 0.0482071817007539
"3993" 626 3860 3 1 0.24 0.13 352 12 88 0 0.4 0.2 0.00314117301760464
"3994" 626 3861 3 0 0.15 0.16 1 0 0 0 0.28 0.56 0.0415934784406679
"3995" 626 3862 3 0 0.21 0.23 34 111 0 0 0.27 0.4 0.0393830909426663
"3996" 626 3863 3 0 0.14 0.37 49 138 10 0 0.26 0.34 0.194686746022685
"3997" 626 3864 3 1 0.55 0.62 1873 145 602 0 0.27 0.23 1.02624093850348
"3998" 627 3865 2 1 0.04 0.32 3358 4165 370 6 0.41 0.44 0.0729291929096381
"3999" 627 3866 2 0 0.16 0.31 7009 306 944 5 0.4 0.49 0.18935468210714
"4000" 627 3867 2 0 0.26 0.54 658 51 200 13 0.37 0.8 0.825794355431559
"4001" 627 3868 2 0 0.2 0.74 290 516 46 0 0.44 0.56 0.803324912739947
"4002" 627 3869 2 1 0.47 0.69 13973 6499 2126 240 0.44 0.57 1.01622398996538
"4003" 628 3854 1 1 0.15 0.52 8677 2682 1944 5 0.65 0.56 0.385726864368956
"4004" 628 3869 1 1 0.22 0.68 14176 6517 2128 2 0.4 0.57 0.74830573820499
"4005" 628 3870 1 1 0 0.34 2963 0 924 18 0.39 0.29 0.169609852373306
"4006" 628 3871 1 0 0.11 0.32 734 147 118 6 0.39 0.89 0.0779930700401031
"4007" 628 3872 1 0 0.38 0.79 4346 309 694 9 0.31 0.81 0.915705753430414
"4008" 628 3873 1 0 0.05 0.42 3137 2614 370 15 0.49 0.49 0.672778765060554
"4009" 628 3874 1 1 0.42 0.61 9654 2425 1854 105 0.42 0.4 1.0243015280395
"4010" 629 3875 1 1 0.15 0.41 26 78 0 0 0.42 0.41 0.205023954680455
"4011" 629 3876 1 0 0.77 0.57 269 825 22 0 0.47 0.39 0.670869250382806
"4012" 629 3877 1 1 0.5 0.53 6621 2041 1406 27 0.62 0.5 0.930769128068615
"4013" 630 3878 1 1 0.25 0.48 387 0 98 2 0.28 0.2 0.55873539929374
"4014" 630 3929 1 1 0.18 0.43 919 0 314 17 0.31 0.29 0.45007521425714
"4015" 631 3879 3 0 0.21 0.47 315 801 40 0 0.38 0.73 0.621930799417522
"4016" 631 3880 3 0 0.15 0.48 59 6 36 0 0.43 0.31 0.78142325331199
"4017" 631 3881 3 1 0.29 0.47 2119 4 326 4 0.31 0.27 0.621179222439255
"4018" 631 6112 3 0 0.11 0.34 160 367 26 0 0.3 0.62 0.140113051039707
"4019" 631 6113 3 0 0.16 0.44 42 61 10 0 0.44 0.66 0.561827120529713
"4020" 631 6114 3 0 0.13 0.55 3372 771 770 0 0.54 0.54 0.930871122845485
"4021" 632 3882 3 1 0.06 0.27 2394 2415 280 0 0.41 0.51 0.0367983850424015
"4022" 632 3883 3 0 0.15 0.48 571 474 88 0 0.47 0.54 0.783008290472179
"4023" 632 3884 3 0 0.34 0.63 273 390 12 0 0.42 0.79 0.992426283122345
"4024" 632 3885 3 0 0.16 0.61 1706 2599 146 0 0.44 0.66 0.995967739167109
"4025" 632 3886 3 0 0.31 0.44 229 324 26 0 0.36 0.32 0.677345152608294
"4026" 632 3887 3 1 0.32 0.48 7559 1326 1272 0 0.55 0.47 0.655397936142487
"4027" 633 3888 4 0 0.19 0.36 203 378 6 0 0.28 0.33 0.235956315830106
"4028" 633 3889 4 0 0.18 0.12 187 418 26 0 0.21 0.16 0.0509497373830352
"4029" 633 3890 4 0 0.06 0.16 26 27 6 0 0.35 0.3 0.0363496128430013
"4030" 633 3891 4 1 0.17 0.27 380 300 116 0 0.33 0.25 0.0429013685511042
"4031" 633 3892 4 0 0.12 0.4 142 142 24 0 0.21 0.33 0.18633145783851
"4032" 633 3893 4 0 0.03 0.4 191 303 24 0 0.41 0.76 0.15820355873301
"4033" 633 3894 4 0 0.5 0.71 576 319 128 0 0.4 0.52 0.86564366669367
"4034" 634 3888 3 0 0.04 0.4 199 396 12 2 0.19 0.3 0.159659639405643
"4035" 634 3891 3 1 0.15 0.16 377 282 102 0 0.16 0.07 0.0380879341712096
"4036" 634 3892 3 0 0.18 0.52 172 115 26 0 0.32 0.31 0.763161568475979
"4037" 634 3894 3 0 0.25 0.47 554 270 82 0 0.39 0.56 0.73105533826616
"4038" 634 3895 3 0 0 0.17 54 79 4 0 0.28 0.21 0.0434313539779187
"4039" 634 3896 3 0 0.23 0.36 132 351 20 0 0.38 0.33 0.401092300265446
"4040" 634 3897 3 0 0.17 0.21 387 327 12 0 0.38 0.49 0.0495863824530361
"4041" 634 3898 3 1 0.35 0.58 2590 651 292 0 0.49 0.51 0.894325400598321
"4042" 635 3902 2 1 0.09 0.5 9938 48 1004 0 0.42 0.27 0.197614521069846
"4043" 635 3903 2 1 0.2 0.51 31144 1371 2384 0 0.33 0.48 0.591082138124479
"4044" 635 3904 2 0 0.29 0.38 4508 660 538 0 0.33 0.92 0.286339893576696
"4045" 635 3905 2 0 0.06 0.34 814 321 146 0 0.34 0.6 0.133316587739665
"4046" 635 3906 2 0 0.2 0.46 570 15 124 0 0.24 0.5 0.409916026797962
"4047" 635 3907 2 0 0.23 0.42 649 88 124 0 0.39 0.79 0.433197745330437
"4048" 635 3953 2 0 0.11 0.16 767 127 110 0 0.18 0.56 0.0489867557727116
"4049" 635 3954 2 0 0.31 0.17 100 133 20 0 0.17 0.55 0.0390800521295677
"4050" 635 3955 2 0 0.28 0.18 175 1 32 0 0.33 0.8 0.0443375195792137
"4051" 636 3908 1 0 0.04 0 0 0 0 0 0 0.23 -0.0397330551990993
"4052" 636 3909 1 0 0.53 0 0 0 0 0 0 0.06 0.0657894419427517
"4053" 636 3910 1 0 0.42 0.21 2 6 0 0 0.01 0.56 0.0387577267505276
"4054" 636 3911 1 0 0.18 0.19 5 22 0 0 0 0.27 0.044824254367044
"4055" 636 3912 1 0 0.18 0.03 4 4 0 0 0.1 0.05 0.0371035806656635
"4056" 636 3913 1 0 0.22 0.18 1 0 4 0 0.21 0.55 0.0389770951310258
"4057" 636 3914 1 0 0.37 0.38 4 12 2 0 0.2 0.61 0.259648841732564
"4058" 637 3915 1 0 0.1 0.18 31 55 4 0 0.33 0.14 0.105835332820701
"4059" 637 3916 1 0 0.08 0.12 317 778 16 0 0.25 0.56 0.052912193170727
"4060" 637 3917 1 0 0.26 0.47 36 90 16 0 0.3 0.23 0.666186794282107
"4061" 637 3918 1 1 0.1 0.39 502 58 216 0 0.53 0.28 0.0844377803857854
"4062" 637 3919 1 0 0.11 0.34 30 28 8 0 0.22 0.18 0.115211288538421
"4063" 637 3920 1 0 0.24 0.46 245 304 76 0 0.44 0.67 0.721157174792567
"4064" 637 3921 1 1 0.44 0.71 7656 600 1750 28 0.56 0.68 0.984629303001323
"4065" 638 3922 2 1 0.17 0.08 23 0 2 0 0.24 0.18 0.0509818031896911
"4066" 638 3923 2 0 0.06 0.24 203 343 26 0 0.28 0.48 0.0439536671007816
"4067" 638 3924 2 0 0.3 0.32 282 63 38 1 0.14 0.27 0.0987167496054409
"4068" 638 3925 2 1 0.25 0.37 7843 972 1660 1 0.5 0.68 0.200012351087931
"4069" 638 3926 2 0 0.16 0.57 792 183 270 0 0.41 0.64 0.848791577559437
"4070" 638 3927 2 0 0.22 0.72 352 9 118 0 0.46 0.59 0.83575161964745
"4071" 638 3928 2 1 0.54 0.61 2995 123 498 2 0.41 0.58 0.985641338051802
"4072" 639 3930 3 0 0.16 0.2 28 55 14 2 0.2 0.59 0.0575774756900918
"4073" 639 3931 3 0 0.2 0.24 330 331 32 0 0.3 0.54 0.0598329402043909
"4074" 639 3932 3 1 0.09 0.3 477 0 106 0 0.25 0.19 0.0326235427204086
"4075" 639 3933 3 0 0 0.24 1275 204 236 0 0.37 0.57 0.026338695802672
"4076" 639 3934 3 0 0.15 0.25 146 45 4 0 0.27 0.72 0.0443082835420657
"4077" 639 3935 3 0 0.11 0.36 20 25 8 1 0.22 0.12 0.172438319655156
"4078" 639 3936 3 0 0.23 0.55 103 1 24 0 0.37 0.36 0.910184707216372
"4079" 639 3937 3 0 0.19 0.38 327 1 62 0 0.24 0.25 0.229322834910848
"4080" 639 3938 3 0 0.14 0.46 47 3 8 0 0.19 0.33 0.30672974454887
"4081" 640 3939 2 0 0.11 0.4 7281 1609 1004 3 0.49 0.82 0.289977443868856
"4082" 640 3940 2 0 0.21 0.44 8234 9 1388 1 0.4 0.42 0.58063815180131
"4083" 640 3941 2 0 0.17 0.37 3136 516 418 6 0.37 0.82 0.248460035320979
"4084" 640 3942 2 0 0 0.28 8475 1048 218 17 0.34 0.55 0.124613033947565
"4085" 640 3943 2 0 0.23 0.46 6320 3474 1328 1 0.28 0.71 0.640407351539995
"4086" 640 3944 2 1 0.19 0.44 1429 114 234 12 0.4 0.23 0.44419998865242
"4087" 640 3945 2 1 0.25 0.49 6799 780 776 1 0.44 0.56 0.562644527293729
"4088" 640 3946 2 0 0.07 0.57 6419 156 1308 2 0.63 0.75 0.850969184274413
"4089" 640 3947 2 0 0.27 0.42 7718 0 1510 12 0.48 0.64 0.686932770953391
"4090" 641 3948 6 0 0.39 0.09 23 96 2 0 0.21 0.19 0.0417496796930601
"4091" 641 3949 6 0 0.26 0.07 72 102 0 0 0.27 0.66 0.0516052313833317
"4092" 641 3950 6 0 0.18 0.01 70 25 18 0 0.37 0.54 0.0524432882609774
"4093" 641 3951 6 0 0.23 0.1 4 27 0 0 0.02 0.9 0.0527500476650478
"4094" 641 3952 6 0 0.16 0.21 190 84 46 0 0.35 0.64 0.0460105957796588
"4095" 642 3956 2 0 0.28 0.2 115 258 12 0 0.25 0.35 0.0358447515755034
"4096" 642 3957 2 0 0.1 0.2 272 294 8 0 0.27 0.26 0.0415695573661868
"4097" 642 3958 2 1 0.38 0.47 1247 316 156 10 0.46 0.13 0.828843195870834
"4098" 642 4007 2 0 0.26 0.26 74 81 8 0 0.28 0.81 0.0701058190166324
"4099" 643 3959 1 1 0.11 0.26 47 19 26 0 0.13 0.15 0.0439769219784243
"4100" 643 3960 1 1 0.25 0.48 577 30 114 0 0.21 0.18 0.533393315269233
"4101" 643 3961 1 0 0.1 0.4 624 1 72 0 0.12 0.42 0.0746698697581104
"4102" 643 3962 1 1 0.18 0.19 30 10 32 0 0.15 0.12 0.0427361230135823
"4103" 643 3963 1 1 0.07 0.38 578 0 102 0 0.14 0.16 0.0742978689594426
"4104" 643 3964 1 0 0.1 0.31 719 6 112 3 0.27 0.35 0.105306572084865
"4105" 643 3965 1 0 0.09 0.38 60 6 28 0 0.25 0.39 0.164355959167506
"4106" 643 3966 1 0 0.11 0.52 1564 169 304 24 0.39 0.42 0.935055372419072
"4107" 643 3967 1 0 0.29 0.51 996 88 154 11 0.37 0.84 0.759759040614755
"4108" 644 3968 2 1 1 0.09 541 163 66 0 0.28 0.29 -0.0872583170176391
"4109" 644 3969 2 1 1 0.14 84 12 52 0 0.33 0.22 -0.0201555231297021
"4110" 644 3970 2 0 0.38 0.1 101 330 0 0 0.21 0.32 0.0439359171496727
"4111" 644 3971 2 0 0.08 0.26 17 9 6 0 0.26 0.15 0.0762073471488176
"4112" 644 3972 2 0 0.25 0.27 4 13 0 0 0.09 0.33 0.0288891487200607
"4113" 644 3973 2 1 0.56 0.36 1188 298 224 0 0.33 0.28 0.546161121203853
"4114" 645 3974 2 1 0.52 0.38 754 27 266 0 0.3 0.36 0.574158610269081
"4115" 646 3975 1 0 0.3 0.12 11 27 0 0 0.12 0.47 0.0515875601190688
"4116" 646 3976 1 0 0.14 0.08 54 150 0 0 0.25 0.55 0.0543961483045383
"4117" 646 3977 1 0 0.32 0.59 511 342 6 0 0.23 0.17 0.963396707425641
"4118" 646 3978 1 1 0.47 0.66 1760 349 336 3 0.27 0.23 1.00907371399986
"4119" 647 3979 4 1 0.48 0.43 1079 285 272 0 0.36 0.19 0.751996599462408
"4120" 647 3980 4 0 0.22 0.4 42 114 16 0 0.25 0.46 0.288493788644027
"4121" 647 3981 4 0 0.2 0.5 132 307 12 0 0.32 0.48 0.698149568837236
"4122" 647 4035 4 1 0.35 0.55 525 646 82 0 0.28 0.12 0.901337571204727
"4123" 647 4036 4 0 0.13 0.57 235 663 4 0 0.3 0.55 0.776998990545494
"4124" 647 4037 4 1 0.34 0.6 628 42 134 0 0.26 0.18 0.963260713942754
"4125" 647 4038 4 1 0.21 0.63 1622 498 170 0 0.27 0.28 0.7237604863124
"4126" 647 4039 4 1 0.24 0.55 905 261 232 1 0.24 0.2 0.691155290329272
"4127" 647 4040 4 1 0.45 0.7 1534 600 290 0 0.29 0.28 0.951052398230096
"4128" 648 3982 1 0 0.17 0.5 7417 1260 714 10 0.54 0.66 0.87498098744447
"4129" 648 3983 1 0 0.3 0.51 2191 369 294 17 0.42 0.8 0.88957039155994
"4130" 648 4134 1 0 0.18 0.51 1515 1437 90 1 0.19 0.39 0.560036232382075
"4131" 648 4135 1 0 0.13 0.21 4662 2452 410 4 0.42 0.51 0.0714854194850121
"4132" 648 4136 1 1 0.16 0.49 11236 2248 562 2 0.38 0.3 0.342036801129956
"4133" 648 4137 1 1 0.33 0.48 4050 1048 742 0 0.56 0.35 0.677923947348051
"4134" 648 4138 1 0 0.17 0.42 1657 232 316 5 0.34 0.34 0.506796691401044
"4135" 648 4139 1 0 0.11 0.41 3995 871 366 4 0.47 0.82 0.31871636305348
"4136" 648 4140 1 0 0.08 0.52 9322 355 150 3 0.33 0.76 0.379611291382376
"4137" 649 3984 2 0 0.06 0.27 24 12 10 0 0.1 0.44 0.040873626082683
"4138" 649 3985 2 0 0.14 0.28 1725 1099 20 0 0.32 0.48 0.10419544038885
"4139" 649 3986 2 0 0.15 0.33 11 30 0 0 0.1 0.48 0.0345048559206538
"4140" 649 3987 2 0 0.09 0.33 2403 322 266 0 0.28 0.62 0.0839708014874329
"4141" 649 3988 2 0 0.34 0.35 84 0 6 0 0.08 0.58 0.0830343867820869
"4142" 649 3989 2 0 0.15 0.29 2033 18 236 0 0.27 0.66 0.0517899242809373
"4143" 649 3990 2 0 0.14 0.53 708 28 146 0 0.22 0.82 0.266677961458982
"4144" 649 3991 2 0 0.07 0.4 294 9 34 0 0.25 0.76 0.0677438934032847
"4145" 649 3992 2 0 0.08 0.39 1190 502 172 0 0.37 0.78 0.152425642508378
"4146" 649 3993 2 0 0.19 0.28 65 22 6 0 0.2 0.6 0.0456094502348047
"4147" 650 3989 2 0 0.3 0.44 2001 16 226 0 0.16 0.7 0.275488977361801
"4148" 650 3994 2 0 0.28 0.45 233 46 22 0 0.21 0.63 0.375174841495993
"4149" 650 3995 2 0 0.16 0.33 553 21 56 0 0.2 0.61 0.0662407038884482
"4150" 650 3996 2 0 0.17 0.42 160 148 42 0 0.15 0.72 0.124666091769697
"4151" 650 3997 2 0 0.12 0.43 711 37 62 0 0.43 0.76 0.359302151328596
"4152" 650 3998 2 0 0.26 0.52 2928 511 494 0 0.35 0.75 0.730360157670899
"4153" 650 3999 2 0 0.17 0.59 328 16 34 0 0.26 0.66 0.683471429655278
"4154" 651 4000 4 0 0.09 0.13 123 360 12 0 0.18 0.47 0.0539919692079168
"4155" 651 4001 4 0 0 0 291 649 8 0 0.31 0.66 0.0233942564138686
"4156" 651 4002 4 0 0.35 0.17 4 1 0 0 0.08 0.23 0.0418497878289117
"4157" 651 4003 4 0 0.13 0.2 151 402 2 0 0.32 0 0.24139653737957
"4158" 651 4004 4 0 0.22 0.09 19 37 0 0 0.21 0.27 0.0492353011287631
"4159" 651 4005 4 1 0.43 0.08 13059 679 932 0 0.52 0.38 -0.0158627782914056
"4160" 651 4006 4 0 0.13 0.41 5768 22 668 0 0.58 0.31 0.698544460903618
"4161" 652 4008 2 0 0.14 0.39 39 43 30 0 0.21 0.29 0.179127193723057
"4162" 652 4056 2 0 0.1 0.02 23 69 0 0 0.14 0.3 0.0184965330115983
"4163" 652 4057 2 0 0.19 0.17 36 31 18 0 0.16 0.42 0.04667079504835
"4164" 652 4058 2 0 0.22 0.36 2 7 0 0 0.23 0.14 0.228145146726701
"4165" 652 4059 2 0 0.03 0.33 7 6 6 0 0.26 0.15 0.132093911481567
"4166" 652 4060 2 0 0.07 0.51 50 94 18 0 0.21 0.45 0.388279977039765
"4167" 652 4061 2 0 0.14 0.46 37 27 16 0 0.18 0.63 0.219986375309663
"4168" 653 4009 10 0 0.3 0.07 0 1 2 0 0.19 0.42 0.0526034705310164
"4169" 653 4010 10 0 0.1 0.23 78 36 0 0 0.23 0.55 0.0403539896435112
"4170" 653 4011 10 0 0.3 0.37 44 0 24 0 0.23 0.69 0.212533608433448
"4171" 653 4012 10 0 0.24 0.21 4 3 0 0 0.08 0.8 0.0407370410660907
"4172" 653 4013 10 0 0.14 0.22 9 37 0 0 0.06 0.42 0.0461429246820581
"4173" 654 4014 1 0 0.09 0.03 25 31 4 0 0.09 0.65 -0.0197247235320629
"4174" 654 4015 1 0 0.48 0.54 20 22 12 1 0.24 0.52 0.855071151331459
"4175" 654 4016 1 0 0.05 0.58 293 304 48 1 0.37 0.5 0.808802206814877
"4176" 654 4017 1 0 0.43 0.68 249 141 68 2 0.3 0.61 0.966251243409871
"4177" 655 4018 3 0 0.03 0.02 63 201 14 0 0.15 0.57 -0.0152133825630034
"4178" 655 4019 3 0 0.17 0.31 85 61 8 1 0.22 0.77 0.0619510088929557
"4179" 655 4020 3 0 0.12 0.18 134 31 28 2 0.47 0.76 0.0407160272311242
"4180" 655 4021 3 1 0.15 0.18 164 1 42 3 0.39 0.15 0.0402334345921166
"4181" 655 4022 3 0 0.03 0.48 401 441 252 26 0.31 0.6 0.600120991901304
"4182" 655 4023 3 1 0.08 0.13 23365 358 6244 7 0.56 0.62 0.0020636047207987
"4183" 655 4024 3 0 0.05 0.29 322 81 82 3 0.43 0.52 0.139847807630592
"4184" 655 4025 3 0 0.24 0.49 6802 4843 726 17 0.63 0.62 0.927111308168966
"4185" 655 4026 3 0 0.39 0.51 68293 628 12196 1154 0.69 0.73 0.919379593147032
"4186" 656 4027 2 1 0 0.16 2482 333 380 0 0.48 0.3 0.0415571244693147
"4187" 656 4028 2 0 0.08 0.43 7603 2358 392 0 0.5 0.79 0.39848002554024
"4188" 656 4029 2 1 0.13 0.31 159 3 14 2 0.33 0.07 0.0881459586030663
"4189" 656 4030 2 0 0.34 0.58 168 463 22 0 0.32 0.64 0.93794752767229
"4190" 656 4031 2 0 0.21 0.56 165 16 44 0 0.45 0.42 0.960243444147206
"4191" 656 4032 2 1 0.2 0.53 8059 210 1512 0 0.41 0.51 0.550535222204746
"4192" 656 4033 2 0 0.07 0.18 252 265 106 4 0.37 0.59 0.0514328403379955
"4193" 656 4034 2 1 0.08 0.2 4374 891 846 96 0.51 0.72 0.187758626853417
"4194" 657 4041 5 0 0.24 0.23 199 7 68 0 0.33 0.28 0.0780516257183144
"4195" 657 4042 5 0 0.54 0.2 129 316 0 0 0.16 0.57 0.0604389636034953
"4196" 657 4043 5 0 0.22 0.26 3 9 8 0 0.26 0.31 0.0588340461601922
"4197" 657 4044 5 0 0.21 0.42 6 10 0 0 0.16 0.29 0.226234834061265
"4198" 657 4045 5 0 0.13 0.3 37 99 2 0 0.19 0.24 0.0534561742026252
"4199" 657 4046 5 1 0.48 0.53 374 120 182 0 0.3 0.14 0.988267173818851
"4200" 658 4047 3 1 0.27 0.57 3542 495 126 2 0.41 0.41 0.77784076067081
"4201" 658 4048 3 1 0.15 0.51 3029 4 620 7 0.33 0.21 0.430806863332243
"4202" 658 4049 3 0 0.14 0.51 1681 676 290 5 0.5 0.81 0.665823572046132
"4203" 658 4050 3 1 0.1 0.54 6566 2730 484 2 0.47 0.18 0.214177744634694
"4204" 658 4051 3 1 0.03 0.41 4329 385 808 16 0.27 0.4 0.19493908134797
"4205" 658 4052 3 0 0.19 0.5 950 411 108 0 0.28 0.36 0.645058828812143
"4206" 658 4053 3 1 0.24 0.52 8969 567 630 18 0.37 0.42 0.747782542891126
"4207" 658 4054 3 0 0.15 0.52 214 300 56 0 0.39 0.35 0.83816270449494
"4208" 658 4055 3 1 0.26 0.55 7768 841 1438 25 0.47 0.42 0.86448222570176
"4209" 659 4062 2 1 0 0.24 616 427 102 0 0.42 0.08 0.0603606678126155
"4210" 659 4063 2 0 0.47 0.4 695 444 162 0 0.38 0.71 0.581172961009528
"4211" 659 4064 2 0 0 0.24 3454 108 32 2 0.39 0.45 0.0291449678022622
"4212" 659 4065 2 0 0.14 0.58 183 213 28 3 0.48 0.3 0.974725470610835
"4213" 659 4066 2 1 0.48 0.61 15823 355 768 53 0.4 0.31 1.04367314947319
"4214" 659 4112 2 0 0.22 0.25 414 381 100 0 0.4 0.64 0.115728834625499
"4215" 659 4113 2 0 0.34 0.05 78 228 2 0 0.23 0 0.0612246112168427
"4216" 660 4067 1 0 0.24 0.26 380 336 66 2 0.35 0.61 0.130801959336516
"4217" 660 4068 1 1 0.12 0.37 973 447 204 6 0.19 0.25 0.142952725285456
"4218" 660 4069 1 0 0.25 0.35 573 292 64 3 0.26 0.56 0.229968839665473
"4219" 660 4070 1 1 0.05 0.32 5011 382 702 1 0.51 0.31 0.0238327508449798
"4220" 660 4071 1 0 0.21 0.46 817 933 66 2 0.19 0.61 0.391203772347767
"4221" 660 4072 1 1 0.18 0.75 14955 39529 776 0 0.47 0.33 0.777872005472438
"4222" 660 4073 1 0 0.26 0.5 470 187 50 0 0.32 0.66 0.680552274436789
"4223" 660 4074 1 0 0.17 0.33 958 61 168 7 0.37 0.82 0.186319570218584
"4224" 660 4075 1 0 0.12 0.6 1412 333 190 4 0.39 0.88 0.491739759491019
"4225" 661 4076 6 0 0.1 0.14 225 445 10 0 0.39 0.77 0.0422624410026947
"4226" 661 4077 6 0 0 0.18 179 295 6 0 0.28 0.84 0.057961693917471
"4227" 661 4078 6 0 0.02 0.18 128 342 8 0 0.15 0.31 0.0518890098546733
"4228" 661 4079 6 0 0.28 0.2 438 1221 4 0 0.3 0.57 0.0647768082313213
"4229" 661 4080 6 0 0 0.27 73 162 24 3 0.14 0.34 0.0621825384426944
"4230" 661 4081 6 0 0.05 0.22 109 43 14 0 0.1 0.55 0.0491715918318225
"4231" 661 4082 6 0 0.24 0.35 109 339 8 2 0.29 0.38 0.264284007144592
"4232" 661 4083 6 0 0.4 0.45 74 34 36 0 0.25 0.47 0.578716871008111
"4233" 662 4084 4 0 0 0.09 33 24 8 0 0.08 0.43 0.0162411284759231
"4234" 662 4085 4 0 0.09 0.34 85 166 22 0 0.21 0.76 0.0440341679664052
"4235" 662 4086 4 1 0.33 0.37 64 30 2 0 0.07 0.01 0.42964896550813
"4236" 662 4087 4 0 0 0.53 60 147 2 0 0.33 0.86 0.0263906614926016
"4237" 662 4088 4 0 0 0.33 309 534 34 0 0.16 0.44 0.0559966472556696
"4238" 662 4141 4 0 0.21 0.46 118 180 14 3 0.16 0.29 0.365088417485424
"4239" 662 4142 4 0 0.13 0.39 804 1158 12 0 0.2 0.48 0.196913247208694
"4240" 662 4143 4 0 0.15 0.45 840 1153 2 2 0.16 0.34 0.313860986484306
"4241" 663 4093 4 0 0.22 0.35 118 291 6 0 0.25 0.23 0.213286289774183
"4242" 663 4094 4 0 0.08 0.12 67 178 8 0 0.14 0.32 0.054710938431639
"4243" 663 4095 4 0 0.08 0.2 78 81 6 0 0.36 0.39 0.0312592096279927
"4244" 663 4096 4 0 0.12 0.52 630 276 16 0 0.45 0.42 0.86555488513341
"4245" 663 4097 4 1 0.15 0.37 17 1 14 1 0.15 0.06 0.164397212434287
"4246" 663 4098 4 1 0.01 0.67 8021 6684 3518 0 0.48 0.6 0.241796288888862
"4247" 663 4099 4 0 0.53 0.51 3226 4663 376 1 0.48 0.61 0.878783321596291
"4248" 664 4098 2 1 0.49 0.5 7902 6570 3492 393 0.53 0.6 0.994257354209704
"4249" 664 4099 2 0 0.1 0.54 3333 4791 400 19 0.43 0.46 1.02285886010706
"4250" 664 4100 2 0 0.08 0.46 2396 138 38 5 0.38 0.46 0.574333625641394
"4251" 664 4101 2 1 0.11 0.17 1364 114 242 3 0.38 0.18 0.0429768214450358
"4252" 664 4102 2 0 0.11 0.52 1327 145 132 5 0.27 0.48 0.603134479337391
"4253" 664 4103 2 0 0.1 0.31 494 10 280 13 0.35 0.64 0.215760172832884
"4254" 664 4104 2 0 0.15 0.51 1536 409 182 14 0.35 0.77 0.624923730425033
"4255" 664 4105 2 1 0 0.66 1811 619 150 7 0.47 0.28 -0.00931428786495409
"4256" 665 4106 4 0 0.21 0.17 589 438 78 0 0.47 0.54 0.0414044437806491
"4257" 665 4107 4 0 0.25 0.37 313 508 20 0 0.28 0.45 0.288664416132589
"4258" 665 4108 4 0 0.24 0.18 376 124 204 0 0.42 0.8 0.0448306562750821
"4259" 665 4109 4 0 0.13 0.34 697 646 106 0 0.46 0.88 0.13746887924853
"4260" 665 4110 4 0 0.16 0.47 70 172 14 0 0.39 0.51 0.662940295051697
"4261" 665 4111 4 0 0.4 0.67 11522 930 2212 0 0.54 0.91 0.964425655265601
"4262" 666 4114 1 0 0.34 0.56 133 57 28 0 0.44 0.79 0.944472559685255
"4263" 666 4115 1 1 0.33 0.76 1500 253 246 0 0.06 0.25 1.04431145178696
"4264" 666 4116 1 1 0.07 0.42 9721 511 1216 43 0.47 0.33 0.473001421353258
"4265" 666 4117 1 0 0.37 0.77 61 46 14 0 0.15 0.62 0.983505217192372
"4266" 666 4118 1 1 0.21 0.72 9025 1026 1606 20 0.49 0.54 0.734485137459347
"4267" 666 4164 1 0 0.09 0.2 763 954 104 7 0.27 0.79 0.0923305660793334
"4268" 666 4165 1 1 0.1 0.38 5723 765 280 2 0.18 0.11 0.115330479504673
"4269" 666 4166 1 1 0.16 0.4 289 75 164 1 0.23 0.21 0.185485002764435
"4270" 666 4167 1 0 0.31 0.53 190 238 6 0 0.26 0.65 0.721080481759804
"4271" 667 4119 1 0 0.7 0.55 241 324 42 0 0.36 0.44 0.871279120562191
"4272" 667 4120 1 1 0.43 0.7 4403 670 740 8 0.34 0.44 0.968427511354264
"4273" 668 4121 5 0 0.08 0.18 104 123 20 0 0.24 0.52 0.0458909579179018
"4274" 668 4122 5 0 0.29 0.28 2 4 2 0 0.08 0.28 0.0352403104969403
"4275" 668 4123 5 0 0.22 0.36 5 10 0 0 0.17 0.42 0.112012646258889
"4276" 668 4124 5 0 0.36 0.38 6 0 0 0 0.18 0.92 0.188259124236183
"4277" 668 4125 5 0 0.34 0.45 232 235 30 0 0.27 0.9 0.442829913588844
